URL,Page Type,Word Count,Structure Uniqueness %,JSON-LD,Canonical,AI-template signals (0-10),Doorway Risk
https://rybezh.site/,landing,355,100.0,Yes,Yes,0,Low
https://rybezh.site/vacancies.html,category,103,100.0,Yes,Yes,0,Low
https://rybezh.site/blog.html,category,959,100.0,Yes,Yes,0,Low
https://rybezh.site/about.html,landing,1303,100.0,Yes,Yes,0,Low
https://rybezh.site/apply.html,landing,59,100.0,Yes,Yes,0,Low
https://rybezh.site/contact.html,landing,240,100.0,No,Yes,2,Low
https://rybezh.site/company.html,landing,235,100.0,No,Yes,2,Low
https://rybezh.site/faq.html,landing,270,100.0,Yes,Yes,0,Low
https://rybezh.site/privacy.html,landing,1447,100.0,No,Yes,2,Low
https://rybezh.site/terms.html,landing,187,100.0,No,Yes,2,Low
https://rybezh.site/calculator.html,landing,394,100.0,Yes,Yes,0,Low
https://rybezh.site/cv-generator.html,landing,260,100.0,Yes,Yes,0,Low
https://rybezh.site/red-flag.html,landing,649,100.0,Yes,Yes,0,Low
https://rybezh.site/map.html,landing,308,100.0,Yes,Yes,0,Low
https://rybezh.site/proof.html,landing,84,100.0,No,Yes,2,Low
https://rybezh.site/krakow-hospitality-chef-open-kitchen-human-401.html,job,744,100.0,Yes,Yes,0,Low
https://rybezh.site/warsaw-hospitality-waiter-family-bistro-human-402.html,job,524,100.0,Yes,Yes,0,Low
https://rybezh.site/wroclaw-construction-general-worker-renovation-human-403.html,job,494,100.0,Yes,Yes,0,Low
https://rybezh.site/poznan-logistics-loader-crossdock-human-404.html,job,606,100.0,Yes,Yes,0,Low
https://rybezh.site/gdansk-production-night-baker-human-405.html,job,387,100.0,Yes,Yes,0,Low
https://rybezh.site/lodz-retail-barista-specialty-coffee-human-406.html,job,491,100.0,Yes,Yes,0,Low
https://rybezh.site/lodz-logistics-night-sorter-operator-unique-314.html,job,643,100.0,Yes,Yes,0,Low
https://rybezh.site/gdansk-food-production-quality-checker-unique-315.html,job,574,100.0,Yes,Yes,0,Low
https://rybezh.site/warsaw-logistics-kierowca-kurier-kat-b-1.html,job,789,100.0,Yes,Yes,1,Low
https://rybezh.site/krakow-logistics-kierowca-kurier-kat-b-2.html,job,614,100.0,Yes,Yes,0,Low
https://rybezh.site/wroclaw-logistics-kurier-auto-firmowe--3.html,job,752,100.0,Yes,Yes,1,Low
https://rybezh.site/poznan-logistics-dostawca-paczek-4.html,job,554,100.0,Yes,Yes,0,Low
https://rybezh.site/gdansk-logistics-dostawca-paczek-5.html,job,733,100.0,Yes,Yes,1,Low
https://rybezh.site/szczecin-logistics-kierowca-kurier-kat-b-6.html,job,639,100.0,Yes,Yes,0,Low
https://rybezh.site/lodz-logistics-kierowca-kurier-kat-b-7.html,job,752,100.0,Yes,Yes,0,Low
https://rybezh.site/katowice-logistics-kierowca-kurier-kat-b-8.html,job,649,100.0,Yes,Yes,0,Low
https://rybezh.site/lublin-logistics-kierowca-kurier-kat-b-9.html,job,713,100.0,Yes,Yes,0,Low
https://rybezh.site/bialystok-logistics-dostawca-paczek-10.html,job,610,100.0,Yes,Yes,0,Low
https://rybezh.site/rzeszow-logistics-kierowca-kurier-kat-b-11.html,job,593,100.0,Yes,Yes,0,Low
https://rybezh.site/sosnowiec-logistics-kurier-auto-firmowe--12.html,job,588,100.0,Yes,Yes,0,Low
https://rybezh.site/gdynia-logistics-kierowca-kurier-kat-b-13.html,job,516,100.0,Yes,Yes,0,Low
https://rybezh.site/warsaw-logistics-kierowca-ci-gnika-siodlowego-14.html,job,762,100.0,Yes,Yes,0,Low
https://rybezh.site/krakow-logistics-kierowca-ci-gnika-siodlowego-15.html,job,580,100.0,Yes,Yes,0,Low
https://rybezh.site/wroclaw-logistics-kierowca-mi-dzynarodowy-16.html,job,699,100.0,Yes,Yes,0,Low
https://rybezh.site/poznan-logistics-kierowca-mi-dzynarodowy-17.html,job,512,100.0,Yes,Yes,0,Low
https://rybezh.site/gdansk-logistics-kierowca-ci-gnika-siodlowego-18.html,job,582,100.0,Yes,Yes,0,Low
https://rybezh.site/szczecin-logistics-kierowca-mi-dzynarodowy-19.html,job,771,100.0,Yes,Yes,0,Low
https://rybezh.site/lodz-logistics-kierowca-c-e-20.html,job,756,100.0,Yes,Yes,0,Low
https://rybezh.site/katowice-logistics-kierowca-c-e-21.html,job,636,100.0,Yes,Yes,0,Low
https://rybezh.site/lublin-logistics-kierowca-ci-gnika-siodlowego-22.html,job,752,100.0,Yes,Yes,0,Low
https://rybezh.site/bialystok-logistics-kierowca-mi-dzynarodowy-23.html,job,635,100.0,Yes,Yes,0,Low
https://rybezh.site/rzeszow-logistics-kierowca-c-e-24.html,job,677,100.0,Yes,Yes,0,Low
https://rybezh.site/torun-logistics-kierowca-mi-dzynarodowy-25.html,job,643,100.0,Yes,Yes,0,Low
https://rybezh.site/sosnowiec-logistics-kierowca-c-e-26.html,job,709,100.0,Yes,Yes,0,Low
https://rybezh.site/gdynia-logistics-kierowca-c-e-27.html,job,582,100.0,Yes,Yes,0,Low
https://rybezh.site/warsaw-logistics-pakowacz-odzie-y-28.html,job,575,100.0,Yes,Yes,0,Low
https://rybezh.site/krakow-logistics-pakowacz-odzie-y-29.html,job,522,100.0,Yes,Yes,0,Low
https://rybezh.site/wroclaw-logistics-pracownik-magazynu-30.html,job,659,100.0,Yes,Yes,0,Low
https://rybezh.site/szczecin-logistics-sortownik-31.html,job,610,100.0,Yes,Yes,0,Low
https://rybezh.site/lodz-logistics-sortownik-32.html,job,598,100.0,Yes,Yes,0,Low
https://rybezh.site/lublin-logistics-sortownik-33.html,job,752,100.0,Yes,Yes,0,Low
https://rybezh.site/bialystok-logistics-sortownik-34.html,job,482,100.0,Yes,Yes,0,Low
https://rybezh.site/rzeszow-logistics-pracownik-magazynu-35.html,job,583,100.0,Yes,Yes,0,Low
https://rybezh.site/torun-logistics-pracownik-magazynu-36.html,job,611,100.0,Yes,Yes,0,Low
https://rybezh.site/plock-logistics-pakowacz-odzie-y-37.html,job,695,100.0,Yes,Yes,0,Low
https://rybezh.site/sosnowiec-logistics-sortownik-38.html,job,512,100.0,Yes,Yes,0,Low
https://rybezh.site/gdynia-logistics-pracownik-magazynu-39.html,job,557,100.0,Yes,Yes,0,Low
https://rybezh.site/warsaw-logistics-operator-w-zka-widlowego-40.html,job,563,100.0,Yes,Yes,1,Low
https://rybezh.site/krakow-logistics-kierowca-w-zka-udt-41.html,job,615,100.0,Yes,Yes,0,Low
https://rybezh.site/wroclaw-logistics-operator-w-zka-widlowego-42.html,job,707,100.0,Yes,Yes,1,Low
https://rybezh.site/poznan-logistics-operator-w-zka-widlowego-43.html,job,606,100.0,Yes,Yes,0,Low
https://rybezh.site/szczecin-logistics-kierowca-w-zka-udt-44.html,job,590,100.0,Yes,Yes,0,Low
https://rybezh.site/lodz-logistics-operator-w-zka-jezdniowego-45.html,job,517,100.0,Yes,Yes,1,Low
https://rybezh.site/katowice-logistics-operator-w-zka-jezdniowego-46.html,job,583,100.0,Yes,Yes,0,Low
https://rybezh.site/lublin-logistics-operator-w-zka-jezdniowego-47.html,job,730,100.0,Yes,Yes,0,Low
https://rybezh.site/bialystok-logistics-kierowca-w-zka-udt-48.html,job,589,100.0,Yes,Yes,0,Low
https://rybezh.site/rzeszow-logistics-operator-w-zka-jezdniowego-49.html,job,555,100.0,Yes,Yes,0,Low
https://rybezh.site/torun-logistics-kierowca-w-zka-udt-50.html,job,618,100.0,Yes,Yes,1,Low
https://rybezh.site/plock-logistics-operator-w-zka-jezdniowego-51.html,job,563,100.0,Yes,Yes,0,Low
https://rybezh.site/sosnowiec-logistics-kierowca-w-zka-udt-52.html,job,570,100.0,Yes,Yes,0,Low
https://rybezh.site/gdynia-logistics-operator-w-zka-jezdniowego-53.html,job,704,100.0,Yes,Yes,0,Low
https://rybezh.site/warsaw-construction-robotnik-budowlany-54.html,job,522,100.0,Yes,Yes,0,Low
https://rybezh.site/krakow-construction-robotnik-budowlany-55.html,job,502,100.0,Yes,Yes,0,Low
https://rybezh.site/wroclaw-construction-pomocnik-budowlany-56.html,job,598,100.0,Yes,Yes,0,Low
https://rybezh.site/poznan-construction-robotnik-budowlany-57.html,job,729,100.0,Yes,Yes,0,Low
https://rybezh.site/gdansk-construction-robotnik-budowlany-58.html,job,756,100.0,Yes,Yes,0,Low
https://rybezh.site/szczecin-construction-pomocnik-budowlany-59.html,job,613,100.0,Yes,Yes,0,Low
https://rybezh.site/lodz-construction-robotnik-budowlany-60.html,job,610,100.0,Yes,Yes,0,Low
https://rybezh.site/katowice-construction-pracownik-og-lnobudowlany-61.html,job,586,100.0,Yes,Yes,0,Low
https://rybezh.site/lublin-construction-pomocnik-budowlany-62.html,job,708,100.0,Yes,Yes,1,Low
https://rybezh.site/bialystok-construction-pomocnik-budowlany-63.html,job,736,100.0,Yes,Yes,1,Low
https://rybezh.site/rzeszow-construction-pracownik-og-lnobudowlany-64.html,job,644,100.0,Yes,Yes,0,Low
https://rybezh.site/torun-construction-pomocnik-budowlany-65.html,job,641,100.0,Yes,Yes,1,Low
https://rybezh.site/plock-construction-pracownik-og-lnobudowlany-66.html,job,638,100.0,Yes,Yes,0,Low
https://rybezh.site/sosnowiec-construction-robotnik-budowlany-67.html,job,605,100.0,Yes,Yes,0,Low
https://rybezh.site/gdynia-construction-pomocnik-budowlany-68.html,job,706,100.0,Yes,Yes,0,Low
https://rybezh.site/warsaw-construction-elektromonter-69.html,job,651,100.0,Yes,Yes,1,Low
https://rybezh.site/krakow-construction-elektryk-70.html,job,519,100.0,Yes,Yes,1,Low
https://rybezh.site/wroclaw-construction-monter-sieci-71.html,job,647,100.0,Yes,Yes,0,Low
https://rybezh.site/poznan-construction-elektromonter-72.html,job,639,100.0,Yes,Yes,0,Low
https://rybezh.site/gdansk-construction-monter-sieci-73.html,job,558,100.0,Yes,Yes,1,Low
https://rybezh.site/szczecin-construction-monter-sieci-74.html,job,561,100.0,Yes,Yes,0,Low
https://rybezh.site/lodz-construction-elektromonter-75.html,job,554,100.0,Yes,Yes,0,Low
https://rybezh.site/katowice-construction-elektryk-76.html,job,519,100.0,Yes,Yes,0,Low
https://rybezh.site/lublin-construction-monter-sieci-77.html,job,700,100.0,Yes,Yes,1,Low
https://rybezh.site/bialystok-construction-monter-sieci-78.html,job,573,100.0,Yes,Yes,0,Low
https://rybezh.site/rzeszow-construction-elektromonter-79.html,job,638,100.0,Yes,Yes,0,Low
https://rybezh.site/torun-construction-elektryk-80.html,job,552,100.0,Yes,Yes,0,Low
https://rybezh.site/plock-construction-elektryk-81.html,job,547,100.0,Yes,Yes,0,Low
https://rybezh.site/sosnowiec-construction-monter-sieci-82.html,job,556,100.0,Yes,Yes,0,Low
https://rybezh.site/gdynia-construction-elektromonter-83.html,job,596,100.0,Yes,Yes,0,Low
https://rybezh.site/warsaw-construction-monter-instalacji-sanitarnych-84.html,job,615,100.0,Yes,Yes,0,Low
https://rybezh.site/krakow-construction-instalator-wod-kan-85.html,job,599,100.0,Yes,Yes,0,Low
https://rybezh.site/wroclaw-construction-hydraulik-86.html,job,716,100.0,Yes,Yes,1,Low
https://rybezh.site/poznan-construction-hydraulik-87.html,job,765,100.0,Yes,Yes,0,Low
https://rybezh.site/gdansk-construction-monter-instalacji-sanitarnych-88.html,job,580,100.0,Yes,Yes,0,Low
https://rybezh.site/szczecin-construction-instalator-wod-kan-89.html,job,535,100.0,Yes,Yes,0,Low
https://rybezh.site/lodz-construction-monter-instalacji-sanitarnych-90.html,job,598,100.0,Yes,Yes,0,Low
https://rybezh.site/katowice-construction-hydraulik-91.html,job,697,100.0,Yes,Yes,1,Low
https://rybezh.site/lublin-construction-hydraulik-92.html,job,757,100.0,Yes,Yes,0,Low
https://rybezh.site/bialystok-construction-instalator-wod-kan-93.html,job,692,100.0,Yes,Yes,1,Low
https://rybezh.site/rzeszow-construction-monter-instalacji-sanitarnych-94.html,job,716,100.0,Yes,Yes,0,Low
https://rybezh.site/plock-construction-hydraulik-95.html,job,643,100.0,Yes,Yes,0,Low
https://rybezh.site/sosnowiec-construction-monter-instalacji-sanitarnych-96.html,job,597,100.0,Yes,Yes,0,Low
https://rybezh.site/gdynia-construction-instalator-wod-kan-97.html,job,634,100.0,Yes,Yes,0,Low
https://rybezh.site/warsaw-construction-spawacz-mig-mag-98.html,job,601,100.0,Yes,Yes,0,Low
https://rybezh.site/krakow-construction-spawacz-tig-99.html,job,508,100.0,Yes,Yes,0,Low
https://rybezh.site/wroclaw-construction-spawacz-tig-100.html,job,580,100.0,Yes,Yes,0,Low
https://rybezh.site/poznan-construction-spawacz-mig-mag-101.html,job,536,100.0,Yes,Yes,0,Low
https://rybezh.site/gdansk-construction-spawacz-mig-mag-102.html,job,635,100.0,Yes,Yes,0,Low
https://rybezh.site/szczecin-construction-spawacz-mig-mag-103.html,job,579,100.0,Yes,Yes,0,Low
https://rybezh.site/lodz-construction--lusarz-spawacz-104.html,job,583,100.0,Yes,Yes,0,Low
https://rybezh.site/katowice-construction-spawacz-mig-mag-105.html,job,548,100.0,Yes,Yes,0,Low
https://rybezh.site/lublin-construction-spawacz-tig-106.html,job,624,100.0,Yes,Yes,0,Low
https://rybezh.site/bialystok-construction-spawacz-mig-mag-107.html,job,587,100.0,Yes,Yes,0,Low
https://rybezh.site/rzeszow-construction-spawacz-tig-108.html,job,536,100.0,Yes,Yes,0,Low
https://rybezh.site/torun-construction-spawacz-mig-mag-109.html,job,651,100.0,Yes,Yes,0,Low
https://rybezh.site/plock-construction-spawacz-tig-110.html,job,528,100.0,Yes,Yes,0,Low
https://rybezh.site/sosnowiec-construction-spawacz-tig-111.html,job,508,100.0,Yes,Yes,0,Low
https://rybezh.site/gdynia-construction--lusarz-spawacz-112.html,job,666,100.0,Yes,Yes,0,Low
https://rybezh.site/warsaw-production-pracownik-linii-produkcyjnej-113.html,job,735,100.0,Yes,Yes,0,Low
https://rybezh.site/krakow-production-pracownik-linii-produkcyjnej-114.html,job,611,100.0,Yes,Yes,1,Low
https://rybezh.site/wroclaw-production-operator-maszyn-115.html,job,756,100.0,Yes,Yes,0,Low
https://rybezh.site/poznan-production-pracownik-linii-produkcyjnej-116.html,job,567,100.0,Yes,Yes,1,Low
https://rybezh.site/gdansk-production-pracownik-linii-produkcyjnej-117.html,job,713,100.0,Yes,Yes,0,Low
https://rybezh.site/szczecin-production-monter-podzespol-w-118.html,job,550,100.0,Yes,Yes,0,Low
https://rybezh.site/lodz-production-monter-podzespol-w-119.html,job,623,100.0,Yes,Yes,1,Low
https://rybezh.site/katowice-production-pracownik-linii-produkcyjnej-120.html,job,559,100.0,Yes,Yes,0,Low
https://rybezh.site/lublin-production-monter-podzespol-w-121.html,job,762,100.0,Yes,Yes,1,Low
https://rybezh.site/bialystok-production-pracownik-linii-produkcyjnej-122.html,job,583,100.0,Yes,Yes,0,Low
https://rybezh.site/rzeszow-production-pracownik-linii-produkcyjnej-123.html,job,560,100.0,Yes,Yes,0,Low
https://rybezh.site/torun-production-monter-podzespol-w-124.html,job,585,100.0,Yes,Yes,0,Low
https://rybezh.site/plock-production-monter-podzespol-w-125.html,job,598,100.0,Yes,Yes,0,Low
https://rybezh.site/sosnowiec-production-pracownik-linii-produkcyjnej-126.html,job,776,100.0,Yes,Yes,0,Low
https://rybezh.site/gdynia-production-monter-podzespol-w-127.html,job,582,100.0,Yes,Yes,0,Low
https://rybezh.site/warsaw-production-operator-cnc-128.html,job,528,100.0,Yes,Yes,1,Low
https://rybezh.site/wroclaw-production-tokarz-cnc-129.html,job,599,100.0,Yes,Yes,1,Low
https://rybezh.site/poznan-production-tokarz-cnc-130.html,job,545,100.0,Yes,Yes,0,Low
https://rybezh.site/gdansk-production-frezer-cnc-131.html,job,633,100.0,Yes,Yes,0,Low
https://rybezh.site/lodz-production-frezer-cnc-132.html,job,668,100.0,Yes,Yes,1,Low
https://rybezh.site/katowice-production-frezer-cnc-133.html,job,574,100.0,Yes,Yes,0,Low
https://rybezh.site/lublin-production-frezer-cnc-134.html,job,586,100.0,Yes,Yes,0,Low
https://rybezh.site/bialystok-production-tokarz-cnc-135.html,job,605,100.0,Yes,Yes,0,Low
https://rybezh.site/rzeszow-production-tokarz-cnc-136.html,job,637,100.0,Yes,Yes,0,Low
https://rybezh.site/torun-production-operator-cnc-137.html,job,659,100.0,Yes,Yes,1,Low
https://rybezh.site/plock-production-operator-cnc-138.html,job,616,100.0,Yes,Yes,0,Low
https://rybezh.site/sosnowiec-production-frezer-cnc-139.html,job,577,100.0,Yes,Yes,0,Low
https://rybezh.site/gdynia-production-frezer-cnc-140.html,job,588,100.0,Yes,Yes,0,Low
https://rybezh.site/warsaw-production-operator-pakowania-141.html,job,566,100.0,Yes,Yes,1,Low
https://rybezh.site/wroclaw-production-pracownik-fabryki-czekolady-142.html,job,619,100.0,Yes,Yes,0,Low
https://rybezh.site/poznan-production-operator-pakowania-143.html,job,625,100.0,Yes,Yes,1,Low
https://rybezh.site/gdansk-production-operator-pakowania-144.html,job,703,100.0,Yes,Yes,0,Low
https://rybezh.site/szczecin-production-pakowacz-145.html,job,750,100.0,Yes,Yes,0,Low
https://rybezh.site/lodz-production-operator-pakowania-146.html,job,579,100.0,Yes,Yes,0,Low
https://rybezh.site/katowice-production-pracownik-fabryki-czekolady-147.html,job,560,100.0,Yes,Yes,1,Low
https://rybezh.site/lublin-production-pracownik-fabryki-czekolady-148.html,job,573,100.0,Yes,Yes,0,Low
https://rybezh.site/bialystok-production-pakowacz-149.html,job,744,100.0,Yes,Yes,0,Low
https://rybezh.site/rzeszow-production-pracownik-fabryki-czekolady-150.html,job,595,100.0,Yes,Yes,0,Low
https://rybezh.site/torun-production-pracownik-fabryki-czekolady-151.html,job,549,100.0,Yes,Yes,0,Low
https://rybezh.site/plock-production-pracownik-fabryki-czekolady-152.html,job,635,100.0,Yes,Yes,0,Low
https://rybezh.site/sosnowiec-production-operator-pakowania-153.html,job,728,100.0,Yes,Yes,0,Low
https://rybezh.site/gdynia-production-pracownik-fabryki-czekolady-154.html,job,581,100.0,Yes,Yes,0,Low
https://rybezh.site/warsaw-agriculture-zbieracz-owoc-w-155.html,job,528,100.0,Yes,Yes,0,Low
https://rybezh.site/krakow-agriculture-zbieracz-owoc-w-156.html,job,596,100.0,Yes,Yes,0,Low
https://rybezh.site/wroclaw-agriculture-pracownik-szklarni-157.html,job,718,100.0,Yes,Yes,0,Low
https://rybezh.site/szczecin-agriculture-zbieracz-owoc-w-158.html,job,699,100.0,Yes,Yes,0,Low
https://rybezh.site/lodz-agriculture-pomocnik-ogrodnika-159.html,job,582,100.0,Yes,Yes,0,Low
https://rybezh.site/katowice-agriculture-pracownik-szklarni-160.html,job,645,100.0,Yes,Yes,0,Low
https://rybezh.site/lublin-agriculture-zbieracz-owoc-w-161.html,job,537,100.0,Yes,Yes,0,Low
https://rybezh.site/rzeszow-agriculture-pracownik-szklarni-162.html,job,595,100.0,Yes,Yes,0,Low
https://rybezh.site/plock-agriculture-pomocnik-ogrodnika-163.html,job,676,100.0,Yes,Yes,0,Low
https://rybezh.site/gdynia-agriculture-zbieracz-owoc-w-164.html,job,542,100.0,Yes,Yes,0,Low
https://rybezh.site/warsaw-cleaning-pokoj-wka-165.html,job,563,100.0,Yes,Yes,1,Low
https://rybezh.site/krakow-cleaning-sprz-taczka-biurowa-166.html,job,610,100.0,Yes,Yes,0,Low
https://rybezh.site/wroclaw-cleaning-sprz-taczka-biurowa-167.html,job,642,100.0,Yes,Yes,0,Low
https://rybezh.site/poznan-cleaning-sprz-taczka-biurowa-168.html,job,603,100.0,Yes,Yes,1,Low
https://rybezh.site/gdansk-cleaning-pokoj-wka-169.html,job,496,100.0,Yes,Yes,0,Low
https://rybezh.site/szczecin-cleaning-sprz-taczka-biurowa-170.html,job,724,100.0,Yes,Yes,0,Low
https://rybezh.site/lodz-cleaning-osoba-sprz-taj-ca-171.html,job,743,100.0,Yes,Yes,0,Low
https://rybezh.site/katowice-cleaning-pokoj-wka-172.html,job,707,100.0,Yes,Yes,0,Low
